reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A8RSV7N03NRS7,B000051SEP,Alec,"[7, 29]","Two Amazon's statements about this product were absolutely misleading:1. ""Usually ships in 24 hours"". It actually took 1 week to ship it.2. When I finally received the package it turned out that the watch didn't have ""leather band"". The band was made of artificial materials (nylon and rubber) or something like that.I will have to return it.",2.0,Bad experience with purchasing X-Lander on Amazon,1117238400,"05 28, 2005"
AEH1UHERQT0N8,B000051SEP,Amazon Customer,"[23, 25]","I've had this watch for 2yrs+ now and have just changed the (user serviceable) battery for the first time, as the compass had stopped working.  This is to be expected as it uses more power than the other functions (but it does have auto-off in the compass mode after a time to save energy).  There is no bubble level on this model as it has a mineral crystal glass instead of the usual plastic.  I have knocked this watch so many times against things and there are many surface 'threads' you can see given the right light, but no truly visible damage, like big gouges or cracks like the plastic would show.  The logbook feature is a great asset.  Based on a rolling record (oldest record deleted when the memory becomes full), the logbook records Altitude and can be set to different sample rates (e.g. depending on whether you are walking, climbing, driving, etc.) and includes a record of greatest height.  The logbook cannot be deleted (but as stated records over itself) but the max height can be reset independantly.  The backlight is a little dim, but fine to keep your night vision, and the temperature does not compensate for being on or off your wrist (like some Casio models can).  For a large watch (you won't lose it!) it is quite lightweight, with an aluminium case and carbon shell it also looks great.  The new Ti models do not have the same clarity of display though so I would say stick to this screen size, but maybe get the heart rate monitor (HRM) model if you also exercise (cycle, etc) - it's only a small premium and it *is* a Polar model!  I imagine the batteries might last less time due to the HRM receiver, but this at least is user-serviceable (and retains the watches environmental integrity, unlike changing a Casio battery).  The only sad thing is the screenprinted/anodised(?) graphics for the points of the compass rose are wearing off - Suunto take note, laser etch/engrave them next time!!  Sighting grooves in the bezel would be useful too, for taking bearings, but at least the bezel stays smooth as silk on this model as it has ball bearing detents rather than the friction-based ring the plastic housings have which stiffen up so you can't use them.A few minor details aside (like a strap not long enough to go over your coat - just get an velcro Animal strap - and the print wearing off, and maybe the price), this is a cracking product, rated up there with the Garmin eTrex Legend GPS :-)If you want a barometer, altimeter, compass, thermo &amp; HRM in a decent, reliable, user-friendly package, this is it!",4.0,"Reliable, rugged, clear and easy to use",1044835200,"02 10, 2003"
A6FHOBCKG0YD2,B000051SEP,Andrew H. Harrington,"[15, 29]",I bought this watch and found it to be too big. Even though its smaller than earlier models it still takes up too much room on my wrist. Be sure you try one before ordering online.,2.0,Bought and returned,1017964800,"04 5, 2002"
A3FC98DOEXMV5D,B000051SEP,Angel R. Wiseman,"[0, 0]","Love the watch, but hate the bands. I have to buy replacement bands at least every year due to the strap that holds the band up breaks. and you cant just buy that piece.",4.0,"Love the watch, hate the bands",1385683200,"11 29, 2013"
AWFSYAQN751US,B000051SEP,Antony McNaughton,"[31, 33]","This time piece rocks with accuracy in the mountains of + or - 10 meters it is very useful for expeditions in unchartered territory.Short of having maps programmed into it, it can be used in confidence in conjuction with a map to more easily work out where you are located and the compass is beneficial to assist in getting from point A to B.Coupled with this accuracy its robust design means at can be taken anywhere without damage or breakage.Additionally the barometer functions assist comprehensively in predicting weather patterns as well as adjustment to altimeter settings.Their are two quams however with this instrument:1. The Compass is very sensitive to movements off the horizontal plane i.e accurate readings can only be taken off flat and still locations. Approximate directions can be taken when the watch is on the wrist but the equipment is far more accurate when in its horizontal and still state.2. When operation occurs in certain weather patterns (e.g Cyclonic and rain depression or Anti-Cyclonic conditions)when the barometer is at both extremes of the pressure scale requires adjustment to reset correct altimeter conditions and hence changing weather conditions will affect the accuracy of the altimeter.Overall, a fine timepiece for any outdoorsmen who requires accuracy, consistency and reliability.",4.0,Supreme acurracy from this small suunto device,1005868800,"11 16, 2001"
A2QZWGHPH7398A,B000051SEP,artmazon,"[0, 0]","http://www.amazon.com/gp/product/B000BV7PQK/ref=cm_cr_rev_prod_titlesome feature is straight forward such as watch, compass, but others are difficult to manage, esoecially difficult is altimeter. how to get absolute high when you are flying on airplane?",3.0,satisfactory,1328745600,"02 9, 2012"
A2EDROMEU2YBKX,B000051SEP,Audrey E. Brodie,"[0, 0]",Regrettably this watch is not user-friendly.  Not only do you have to download the 380 page manual yourself (in 6 languages) but you also cannot hear the alarm (or adjust the volume)....nor can you easily see the time or the barometer readings.  Possibly it is designed for someone under 40 years old....or you need to carry a flashlight and magnifying glass to read it effectively.  God Bless our military if this is the equipment they really use!!,2.0,Suunto X-Lander Over Rated,1388275200,"12 29, 2013"
A146EW84BNQIEP,B000051SEP,Ben Ware,"[0, 0]","A well engineered and durable time piece. The X-Lander lived up to its expectation. I bought this watch new in July 2001 and proceeded to take it on 3 month expedition to Chile. During this time it got dropped down the side of a mountain, trodden on, baked, frozen and accidently dived down to 40 meters and it came through with only a few minor scratches. Compass and Altimeter very accurate. Excellent tool for trekking in the Laguna San Rafael National Park. My only critisism is the Barometer that makes weather prediction a bit awkward and it's size. It's a bit big to fit under gloves/jacket sleeves. Anyway, a very useful tool. B.T.W: Wesley Fine... How does it measure altitude in a pressurized aircraft???!!!",5.0,Solid and durable time piece.,1013731200,"02 15, 2002"
A3PGOUZ898OBYP,B000051SEP,Bradley Danforth,"[0, 0]",Amazing watch. Great quality and style. Best watch I've ever owned. Highly recommend it to anyone. Go pick it up.,5.0,Awesome watch.,1351382400,"10 28, 2012"
A1JJIRGZGBKT6A,B000051SEP,"Carl Cloer ""Cscape""","[0, 0]","I expected a lot more from a &#34;wrist computer&#34; selling for almost 250.00, and the Military version for $300. First of all the visibility of the display is much too dark.  The images of the X-Lander on the Amazon and Suunto websites have been enhanced to the point that a case could be made for false advertising.  Secondly, the instructions to set the numeric values (meters vs feet, etc.) aren't even covered in the instructions that come with the watch, you have to download the full set of instructions to figure that out, then some of the fields used to set the values are so small and located in such bizarre locations, that even with 20/20 vision, I had to use an illuminated magnifying glass to see, then set the values.  Thirdly, the backlight feature is useless in low light or bright daylight.  It is only good for pitch black darkness...much too dim, but is probably the same as their military version, which has to be at a low level to keep the wearer from getting shot!  Fourth, (probably for the same reason) the alarm is not loud enough, especially if you are wearing the X-Lander under a couple of layers of clothing.  As others have stated, it should not be counted upon as a means to wake you from sleep.  Fifth, the barometric trend indicator is totally unreadable...too small and too dim to see under normal circumstances unless you also happen to be carrying a small foldout magnifying glass (which, as it turns out, I do carry while trekking).  Finally, the feature navigation is not intuitive, meaning if you do not use the features and sub-features regularly, good luck with remembering how some of the functions are accessed, and turned on and off, unless you carry the instructions on your person.I am going to keep this &#34;wrist computer&#34; for trekking, but it will not be the watch on my wrist for everyday casual use.  That honor will still go to my Wenger Military.  Because of that, there should be a way to shut off the X-Lander (short of removing the battery) so the battery does not run down while it's in the safe...still hoping to find out how to do that...doesn't have a stem to pull out like a watch.I can not recommend the X-Lander.  It is feature-rich, fairly compact and lightweight,  but the issues above make it less than desirable and overpriced.  The Finns need to address these issues before I buy another Suunto &#34;wrist computer&#34;.",2.0,Disappointed,1400371200,"05 18, 2014"
A36EST3PB2NTE3,B000051SEP,Charles A. Mcclain Jr.,"[0, 0]","I bought this watch for the altimeter for climbing in Colorado - I recently went in January and it worked nearly perfect! Every location I could find an elevation marker, the watch was within 10 feet. The thermometer works well also, it just cannot be on your wrist to read the temp correctly.The watch looks great, I wear it to work nearly every day. I would highly recommend it.",5.0,This is an excellent watch,1170892800,"02 8, 2007"
A13XQ2IUFV093L,B000051SEP,"Chris E. Haberstroh ""Chris H""","[1, 1]","When I received this watch there was already an issue with it. The two digit display at the top that shows the day (or other info depending on what mode your in) had a problem with the second digit. The two horizontal lines never turn off. ""TU"" for Tuesday is displayed as ""T8"".Dispite this I just now returned it for warrenty repair. It is a great watch with amazingly accurate features. The compass works great. The temp works well, but you have to take it off your wrist to get an accurate reading. The altimeter is a little off, but what I expect in a watch. I wish the light worked as well as Timex's Indiglo but it doesn't.It is a large watch and have heards comments about it, but it is still a lot lighter than any of my metal watches.Overall a great, fun watch.",4.0,Slightly disappointed,1212364800,"06 2, 2008"
A28ERU614XI55G,B000051SEP,Christopher Fields,"[2, 3]","hey,I bought this watch recently and it seems to be a pretty interesting watch. I was very disapointed that for the price I paid I didnt receive a receipt or any warranty information, just the watch and a box.  didnt recieve directions with the watch or anything, I had to go online and get instructions on how to work the watch...  very disapointed in the that.  but overall a cool watch.",3.0,its ok,1208908800,"04 23, 2008"
AMULGBZUZOC6L,B000051SEP,Dan,"[1, 1]",This watch has all the features a military spec ops personnel would need.  Only down side it does not have the dual time like the S lander and Altimax Sunnto.  It would be nice if the X lander came with the dual time feature.  Kinda keeps the guessing out while in Foreign Countries.  X lander watch style overall outstanding.,5.0,Awesome watch,1299196800,"03 4, 2011"
APM5SCJS5LPVU,B000051SEP,David D'Eugenio,"[0, 0]","I have to agree regarding use and visibility.  It is hard to set up.  I had to have an OPS friend of mine set it up; (he has one and absolutely swears by it).  BTW, the watch came with a drained battery! After replacing the $4.00 battery, it is still hard to see and with constant use of the back light the battery's life is greatly shortened.I have to add, that it is the most comfortable watch you will ever wear and now that it is fully operational it is an outstanding time piece and worth the investment.Just kind in mind that you're buying an advanced multi-functional serious watch for professionals that might require a learning curve.  Use YouTube if necessary to help with your set up and once its set you'll never take it off!",5.0,Worth the learning curve.,1388880000,"01 5, 2014"
A32ALR5VMD0KHT,B000051SEP,David Polochanin,"[7, 17]",I bought this watch because I wanted an altimeter but needed to return it because of its size. It is HUGE - looked like I had a clock on my wrist. Take into consideration.,2.0,Way too big,1159056000,"09 24, 2006"
A36S2W7PKDK8MF,B000051SEP,David Winslette,"[0, 1]","This is one rugged, handsome, and accurate computer.  I will definitely be investing in another if anything ever happens to this one.",5.0,Great Watch,1372896000,"07 4, 2013"
A2G4MGVWR20OOI,B000051SEP,D. Brown,"[0, 0]","I've had this watch for several years now and it still holds up. It is a little pricier than some of the competition from Casio and Timex. However, it offers some nice advantages over most others, with only a couple drawbacks. I wore mine for two tours in Iraq and it performed perfectly. Not that I truly ever relied on the Comp-Baro-Alti features, because we always had other more advanced devices for that. But it was reassuring to have those capabilities on my wrist at all times. And the basic time, stopwatch, alarm and timer functions were used often and performed well.Pros:User replaceable battery - very helpful in the field and easy to do, saves money.Broad array of functions - easy to manipulate the various features with a little practice and reading the manual.Very accurate - the watch loses very little time over the months and years, good quartz movement.Good water resistance - not a dive watch, but it holds up well, even under several meters of water, which I've done.Comfortable despite its large size - pretty light weight and a large, comfortable band.Easy to read - large face, big numbers.Attractive design - very distinct look.Cons:Not solar-atomic (like Casio Pathfinder) - however, battery is easily replaced and the quartz movement is very accurate.Thicker case - more so than the Casio PAW1300, but not too bad.Bottonology - the button function layout is different than most Timex and Casios, but isn't too hard to figure out.Price - higher than many, but not excessive for what you get.Overall, despite the drawbacks referenced above, I highly recommend the Suunto X-Lander and I would assume the other Suunto models are also good. Serves me well.",5.0,Among the Greatest Multi-Function Watches,1397865600,"04 19, 2014"
AO9X7YZJMAFJF,B000051SEP,Docker,"[0, 0]","I replaced my 10 yo Sunnto with this newest version and I am very pleased with the watch. It is large which is perfect for me. All of those functions can be intimidating to use but I only use the basics and the X-Lander delivers in all categories. It is extremely durable and, so far, water resistant as advertised. My only gripe is with the rubber wrist band which is a female hound dog to work. I'm looking to replace it with a bracelet version. It is reasonably comfortable however, and it too is durable. I may just learn to live with it. Overall I find this military version of the venable Sunnto to be close to the ultimate sportsman's watch and I can highly recommend it to those looking for a man sized, reliable, and durable multifunction time piece.",5.0,Great outdoorsman watch.,1308787200,"06 23, 2011"
A1EQW0W9PM3CMM,B000051SEP,d.stuck,"[0, 0]",It's a great watch. I have owned several suunto watches and dive computers for years. the strap takes a little longer then most to break in but once it does it fits great. I also bought just a black leather band from fossil that had a cuff and took the cuff and put it on the for extra comfort and it works great. as for function the core is easier to see and use. I own several core's and if you are buying this watch to really use I might upgrade to one of them at least. I bought this watch for pretty much my work watch and I love it. it's functions work some are a little hard to see but then I'm not using this to save my life either. It's a great watch over all and the user changeable battery is always a plus.,5.0,great watch,1404432000,"07 4, 2014"
A1AACD5F5CBSHN,B000051SEP,Ed,"[5, 5]","I bought this watch thinking that I would have an accurate and trustable device.  I don't use it as my day by day watch, and have not use it more than 10 times.  It has never been hit, I haven't dive with it (anything more than jumping on a swimming pool where I can stand up).After this, I climb a volcano in Guatemala (the country were I live), the volcano is no more than 3,500 meters and it gave me an altitude reading of 25,960 meters, definetely there was something wrong.I tried to calibrate the meter following the instructions on the manual, but it didn't work.  After that I wrote an e-mail directly to SUUNTO and never got an answer.  Finally, I decided to call the support number that is showed on their webpage and the answer that I get is that I should contact Amazon because the device was broken (without running one single test on it).I spent $ 349 on a SUUNTO device because of the brand and its reputation, but now that I used it and it is broke (according to their techincal support, which didn't run any test on it) after no more than a few uses and with no reasson to be broke.  Even if I hit it, you expect a very sturdy device when you see it and read the description.  I'm stuck with a very expensive device that can't do anything more than give you the time.They have very nice devices, but the service and support is completely unexistent.  Think twice before buying one fo this devices, I think the reputation is not really deserved.I hope Amazon could help me to solve something with this guys.",1.0,Unexistent support - the product was damaged after less than 10 uses,1358380800,"01 17, 2013"
A3SAM6QRTXKCI3,B000051SEP,"Eric ""sfo_eric""","[0, 0]","I have to say that the Suunto X-Lander All Black Military watch is one cool watch. I purchased it about 2-3 weeks ago and I have had no regrets with it. I'm very particular about my watch faces, so I did purchase a Zagg protective cover for the mineral crystal display. Was it worth it? Hard to say.Once you understand the basic functions and how the menus work, with enough effort and time reading them, they should not be difficult to do on the go. For my purposes, I'm using the tike mode most frequently.If you want a cool looking watch which doesn't scream Suunto, this is the one to get.",5.0,A very cool watch to own and wear,1322697600,"12 1, 2011"
A2P8AQONK6XFE0,B000051SEP,Erin,"[0, 0]","This watch is amazing. Some of the features take some getting used to in order to be able to use them efficiently, but the watch works like a charm!",5.0,Amazing!,1399852800,"05 12, 2014"
A1T4INBA8HDB1B,B000051SEP,fedealban,"[35, 36]","PROS:1. Awesome wrist-computer, tons of functions and very precise.2. Looks great3. For what you get it is a fair priceCONS:1. It is not truly waterproof.2. Beyond the basic functions the operation is very complex. Not intuitive.3. With heavy use the case is prone to deformation and bruising because of the malleable nature of aluminum. This eventually affects the operations of the buttons.I work as a naturalist guide in Costa Rica, and this watch has been with me for over four years, looking for wildlife in the rain forest. After a year or so water began to make its way into the watch, I do not expose it to rain unnecessarily anymore. For me this is it's biggest con.Just be careful not to bang it as the aluminum can only take so much. Suunto still makes the best wrist computers in the market. With everything I have put it trough it is still running!If I buy a Suunto again I will go for steel or titanium.",3.0,After 4 years of use...,1211673600,"05 25, 2008"
AH1U6VLM75YB5,B000051SEP,Frank Petrini,"[0, 0]","I got this watch as a gift and I love it. Very light watch, and functionality is great. If your looking for a Suunto I recommend it",5.0,Very cool watch,1377302400,"08 24, 2013"
AAP71DA74RNYD,B000051SEP,"G. Garcia ""Helohatr""","[1, 2]","I've had the watch about one month.  The band is a little stiff and difficult to get on but comfortable once in place.  I guess this is an improvement in durability over the older model leather bands.  Being a lifetime casio owner I found the menus and information accessibility less than intuitive.  The light is weak and is only really helpful when in very dark conditions.  Everything still works which, if it continues to work for the next year, will be an improvement over the 5 casio pathfinders I've owned.",4.0,Not bad,1186704000,"08 10, 2007"
A31PAAUY5TBMXX,B000051SEP,Grevo,"[0, 2]","It says what it can do, or does it?The X Lander has a lot of functions but are they really useful or do thet simply act as a hook to reel you in?Well,the short answer is yes and no.The X- lander does everything it says it does but, are all those functions really useful.The Barometer, tracks in past time the recorded barometric pressure (last 6 hours. This will give you reasonably accurate trends but can not be used to predict the weather on the way.The altimeter is sometines a bit unpredictable. I set mine when literally at sea level, two days later at the same spot I was suddenly at 75m???The compass seems to work, but watch out for any metal objects in close range and, remember to reset your declination!So, while all this seems a little negative, it really insn't.I hve to say, do you really care if you can't predict future weather? Look out your windo, fly sheet and take a stab. Our meteoroligists are still struggling with these predictions, so how can you expect a watch to outsmart them!If you are so worried about plus or minus 50m altitude, then get a life this is immaterial if you are hking through mountainous terrain.Finally, all compasses *!!# up when near metal objects etc so use your head.This is a great watch that wears well, stands up to the rigor of the bush and to top it off looks good,go get one!",4.0,X-lander no slander,1299196800,"03 4, 2011"
A2ZPB2PP4Y9G7C,B000051SEP,"Guyonvarch ""Arno""","[0, 0]","This is a great watch, exactly as describe in the features pages.The price is also competitive when you look at the other brands for the same features.",5.0,Great watch,1260057600,"12 6, 2009"
A3ML1WGY5HR5RK,B000051SEP,gwen,"[0, 1]","If you don't mind a complicated watch, you may like this one. The face is very large but not very easy to see with its monochromatic coloring. Its lightweight for the size but I'm sending this one back for a refund.",2.0,Too techy,1357171200,"01 3, 2013"
A2HIRGTKVNTR7V,B000051SEP,Iris Rodriguez,"[0, 0]",Son was very happy.  He is on boot camp and his exact words are &#34;this is everything I needed and more&#34;.,5.0,Watch for Son,1393804800,"03 3, 2014"
A3IGIGH12FFWMR,B000051SEP,Jairo W. M. Villao,"[0, 0]","The watch is impressive, even tough I still learning about the logbook functions. The temp. Is affected by your body irradiation, off course, so take it off to get the accurate one.",4.0,Great!,1341273600,"07 3, 2012"
A3HE6FBAJT7QLS,B000051SEP,J. Coil,"[0, 0]","I have had this watch for about a year and a half.  I love the compass and use it often on my job as a firefighter.  I have had no functionality issues with the watch until recently when the loop on the band busted.  I called Suunto to order a replace and was told they did not carry loops for the x-lander.  I was told that they had loops for other watches but not for the MILITARY X-Lander.  The lady, Christina, that I spoke to said she would elevate my request and customer support should be getting back in a few days.  I guess we will see, I am concerned that a rugged watch such as this that is still in production does not have better parts support.",3.0,"Great watch, terrible customer service",1382313600,"10 21, 2013"
A1GPGBHBI6T2HJ,B000051SEP,"Jeff Edwards ""RadioJeff""","[19, 21]","I collect watches, and I am NOT one to shy away from big watches, and in some cases, the bigger the better.  What I really love about the X-Lander is that it is big but also very light-weight.  Normally when you see a wrist watch this large you have to exercise your arm quite a bit just to get used to telling time, but not so with the X-Lander.  And best of all: it does WAY MORE than just tell time!Interested in knowing where you are going?  How about the current temperature?  Are you just the slightest bit interested in what your current altitude may be?  GO BUY THIS WATCH!  'Course for those Suunto enthusiasts, this ISN'T a watch, its a Wristop Computer that just so happens to be able to tell time.  Unlike the Suunto Observer which is about half the size (and more than a little extra spendy), this baby will do all that and still look great doing it.  From the 3 different Suunto models I personally own, I must admit that they make a great wristop computer, or for the picky out there, watch.  I mostly use mine to tell simple time, but I must say that as I drive over the mountains up to Montana or over to Oregon and Washington, it IS handy to know a few extra details just by looking down at my wrist.  Oh, I almost forgot the barometer!  It tracks the barometric pressure and helps you track and even predict the weather!  I must say that I haven't been able to figure out the finer points of how to do that just yet, but I AM working on it.I guess if I HAD to point out one flaw, I would say that the night-glo feature it comes with isn't all that bright, and the alarm could stand to be louder -- but it IS about 5 TIMES more audible than the absolutely embarassing alarm built into the Observer.  Other than these minor complaints, I whole-heartedly endorse pretty much everything manufactured by Suunto, and especially the models I own, the X6HR, The Observer and of course the X-Lander.  Sylish, multi-functional and quite durable.  Choose one of these models and you will no doubt be as satisfied as I am.",5.0,A Fantastic Gadget for those of us who like Cool stuff,1071187200,"12 12, 2003"
ACYSJYFT4HFA4,B000051SEP,"Jeffry J. Klinkenberg ""real florida""","[2, 4]","The watch is huge, but the typeface is tiny. In fact, you'll wish you had a magnifying glass when you need to look at p.m. or a.m. or read the barometer.Watchstrap is cheap looking. This is the most disappointing Suunto product ever. Might look into the Timex Helix. Does all the same things, with a larger typeface at a third of the price.",1.0,Buyers Beware!,1167436800,"12 30, 2006"
